Serial No. Of Polling Station,All India Anna Dravida Munnetra Kazhagam,Dravida Munnetra Kazhagam,Naam Tamilar Katchi,Bahujan Samaj Party,Naam Indiar Party,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,Thamizh Perarasu Katchi,Tamilaga Vettri Kazhagam,Puthiya Makkal Tamil Desam Katchi,Independent,Independent.1,Independent.2,Independent.3,Independent.4,Independent.5,Independent.6,Independent.7,Independent.8,Independent.9,Independent.10,Independent.11,Total of Valid Votes,No. Of Rejected Votes,NOTA,Total,No. Of Tendered Votes,Locality,Building in Which it will be Located,Polling Area,Whether for all Voters or men olny or women only,Total_Valid_Votes_Clean,Winner_Party,Winner_Votes,Runner_Up_Votes,Margin_Of_Victory,Runner_Up_Party,Dravida Munnetra Kazhagam_Rank,All India Anna Dravida Munnetra Kazhagam_Rank,Naam Tamilar Katchi_Rank,Tamilaga Vettri Kazhagam_Rank,Bahujan Samaj Party_Rank,Naam Indiar Party_Rank,All India Puratchi Thalaivar Makkal Munnettra Kazhagam_Rank,Thamizh Perarasu Katchi_Rank,Puthiya Makkal Tamil Desam Katchi_Rank,Independent_Rank,Independent.1_Rank,Independent.2_Rank,Independent.3_Rank,Independent.4_Rank,Independent.5_Rank,Independent.6_Rank,Independent.7_Rank,Independent.8_Rank,Independent.9_Rank,Independent.10_Rank,Independent.11_Rank,Margin_Percentage,Total_Independent_Votes,Core_Total_Votes,Dravida Munnetra Kazhagam_Share,All India Anna Dravida Munnetra Kazhagam_Share,Naam Tamilar Katchi_Share,Tamilaga Vettri Kazhagam_Share,Cluster_ID
191,109,163,49,1,0,1,10,271,1,1,0,0,0,2,1,2,1,0,0,0,0,612,0,2,614,0,Kovilpatti,Municipal  Library-1  West  side  building Illayarasandral  Road  Kovilpatti.,"1.Kovilpatti  (M)  Natarajapuram  Street  Door  No.186  to  200  Ward  3,  2. Kovilpatti  (M)  Natarajapuram  Street  Door  No.201  above  Ward  3, 999.OVERSEAS  ELECTORS",All  Voters,612,Tamilaga Vettri Kazhagam,271,163,108,Dravida Munnetra Kazhagam,2,3,4,1,8,14,8,5,8,8,14,14,14,6,8,6,8,14,14,14,14,17.64705882352941,7,592,0.27533783783783783,0.18412162162162163,0.08277027027027027,0.4577702702702703,2
192,206,235,44,0,0,0,4,259,0,0,0,1,0,0,0,0,2,1,0,0,0,752,0,3,755,0,Kovilpatti,"Poovalingam  Chettiar  Primary  School  North Side  Building,  Illayarasandral  road,
Kovilpatti","1.Kovilpatti  (M)  Gopal  Street  Ward  2  ,  2.Kovilpatti  (M)  Elaiyarasanandal Road  Ward  24  ,  3.Kovilpatti  (M)  Sathiram  North  Street  Ward4  ,
4.Kovilpatti  (M)  Sathiram  East  Street  Ward  4  ,  5.Kovilpatti  (M)
Krishnankovil  Street  Ward  4  ,  6.Kovilpatti  (M)  Pannai  Thottam  Road  Ward 4  ,  7.Kovilpatti  (M)  Saramariamman  Kovil  Street  No  1  Ward  23  , 999.OVERSEAS  ELECTORS",All  Voters,752,Tamilaga Vettri Kazhagam,259,235,24,Dravida Munnetra Kazhagam,2,3,4,1,9,9,9,5,9,9,9,7,9,9,9,9,6,7,9,9,9,3.191489361702128,4,744,0.31586021505376344,0.2768817204301075,0.05913978494623656,0.3481182795698925,2
193,234,273,35,1,0,3,0,303,0,0,0,0,0,0,1,0,1,0,0,0,0,851,0,1,852,0,Kovilpatti,"Poovalingam  Chettiar  Primary  School  South Side  Building,  Illayarasandral  road,
Kovilpatti","1.Kovilpatti  (M)  SaramariammanKovil  Street  No  2  Ward  4  ,  2.Kovilpatti
(M)  Jameenpettai  Street  Ward  23  ,  3.Kovilpatti  (M)  Periyar  Street  1  Ward 23  ,  4.Kovilpatti  (M)  Periyar  Street  2  Ward  23  5.Kovilpatti  (M)  Main  Road Ward  4  999.OVERSEAS  ELECTORS",All  Voters,851,Tamilaga Vettri Kazhagam,303,273,30,Dravida Munnetra Kazhagam,2,3,4,1,6,9,5,9,9,9,9,9,9,9,6,9,6,9,9,9,9,3.525264394829612,2,845,0.3230769230769231,0.27692307692307694,0.04142011834319527,0.3585798816568047,2
194,212,271,53,1,0,3,6,269,0,1,0,1,0,0,1,4,0,0,1,0,0,823,0,2,825,0,Kovilpatti,"Sankarakumar  Primary  School,  West  Side Kovilpatti","1.Kovilpatti  (M)  Sankaralingapuram  South  Street  1  Ward  5  ,  2.Kovilpatti
(M)  Sankaralingapuram  Nadu  Street  Ward  5  ,  3.Kovilpatti  (M)  Main  Road Ward  5  ,  4.Kovilpatti  (M)  Oodai  East  Street  Ward  5  ,  5.Kovilpatti(M) Sankaralingapuram  South  street  2  ward  5  ,  999.OVERSEAS  ELECTORS",All  Voters,823,Dravida Munnetra Kazhagam,271,269,2,Tamilaga Vettri Kazhagam,1,3,4,2,8,13,7,5,13,8,13,8,13,13,8,6,13,13,8,13,13,0.2430133657351154,8,805,0.33664596273291925,0.26335403726708073,0.06583850931677018,0.3341614906832298,2
195,222,227,79,2,0,0,0,188,0,7,0,0,0,1,0,2,2,0,6,0,0,736,0,3,739,0,Kovilpatti,"Sankarakumar  Primary  School,  Middle  Side Kovilpatti","1.Kovilpatti  (M)  Sankaralingapuram  East  Street  Ward  5  ,  2.Kovilpatti  (M) Sankaralingapuram  East  Street  No  2  Ward  5  ,  3.Kovilpatti  (M)  Thari  Office Street  Ward  5  ,  4.Kovilpatti  (M)  Gopalapuram  Street  Ward5  , 999.OVERSEAS  ELECTORS",All  Voters,736,Dravida Munnetra Kazhagam,227,222,5,All India Anna Dravida Munnetra Kazhagam,1,2,4,3,7,11,11,11,11,5,11,11,11,10,11,7,7,11,6,11,11,0.6793478260869565,18,716,0.3170391061452514,0.3100558659217877,0.11033519553072625,0.26256983240223464,0
196,229,228,37,0,0,2,2,239,0,2,0,1,1,0,3,3,1,2,1,2,0,753,0,1,754,0,Kovil  patti,"Sankarakumar  Primary  School,  Centre  Side Kovilpatti","1.Kovilpatti  (m)  Sankaralingapuram  North  Street  Ward  5  , 999.OVERSEAS  ELECTORS",All  Voters,753,Tamilaga Vettri Kazhagam,239,229,10,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,16,16,7,7,16,7,16,12,12,16,5,5,12,7,12,7,16,1.328021248339973,16,733,0.31105047748976805,0.31241473396998637,0.0504774897680764,0.32605729877216916,2
197,203,240,58,2,1,0,2,291,0,1,0,0,1,1,1,1,2,3,0,0,0,807,0,1,808,0,Kovilpatti,"E.V.A.  Vallimuthu  Primary  School  East  Side, Kovilpatti","1.Kovilpatti  (m)  Velayuthapuram  melastreet  ward  6  ,  2.Kovilpatti  (M) Mayanam  Street  Ward  6  ,  3.Kovilpatti  (M)  Velayuthapuram  Street  No  4 Ward  6  ,  4.Kovilpatti  (M)  Velayuthapuram  Street  No5  Ward6  , 999.OVERSEAS  ELECTORS",All  Voters,807,Tamilaga Vettri Kazhagam,291,240,51,Dravida Munnetra Kazhagam,2,3,4,1,6,9,15,6,15,9,15,15,9,9,9,9,6,5,15,15,15,6.319702602230483,10,792,0.30303030303030304,0.2563131313131313,0.07323232323232323,0.36742424242424243,2
198,235,273,89,2,0,0,1,264,2,0,0,0,0,1,1,2,0,1,1,0,0,872,0,1,873,0,Kovilpatti,"E.V.A.  Vallimuthu  Primary  School,  West Side,  Kovilpatti","1.Kovilpatti  (M)  Velayuthapuram  Nadu  Street  Ward  6  ,  2.Kovilpatti  (M) Velayuthapuram  3rdStreet  Ward  6  ,  3.Kovilpatti  (M)  Main  Road  Ward  6  , 4.Kovilpatti  (M)  Agriculture  Form  Ward  6  ,  5.Kovilpatti  (M) Velayuthapuram  6th  Street  Ward  6  ,  999.OVERSEAS  ELECTORS",All  Voters,872,Dravida Munnetra Kazhagam,273,264,9,Tamilaga Vettri Kazhagam,1,3,4,2,5,13,13,8,5,13,13,13,13,8,8,5,13,8,8,13,13,1.032110091743119,6,861,0.3170731707317073,0.27293844367015097,0.10336817653890824,0.30662020905923343,0
199,32,201,18,1,0,0,0,108,1,0,0,0,0,0,0,0,0,0,0,0,0,361,0,2,363,0,North Puthugramam Kovilpatti,"Vivek  Nursury  and  Primary  School,  West Building  South  Portion,  North  Puthugramam Kovilpatti","1.Kovilpatti  (M)  Street  No2  Loyal  Mill  NorthLine  Ward  13  ,  2.Kovilpatti  (M) Main  Raod  Ward  6  ,  3.Kovilpatti  (M)  Mohamad  Saliyapuram  Masque
Street  No2  Ward  13  ,  999.OVERSEAS  ELECTORS",All  Voters,361,Dravida Munnetra Kazhagam,201,108,93,Tamilaga Vettri Kazhagam,1,3,4,2,5,7,7,7,5,7,7,7,7,7,7,7,7,7,7,7,7,25.76177285318559,0,359,0.5598885793871866,0.08913649025069638,0.05013927576601671,0.3008356545961003,1
200,46,343,13,1,0,0,0,157,1,0,0,0,0,0,0,0,0,0,1,0,0,562,0,0,562,0,North Puthugramam Kovilpatti,"Vivek  Nursury  and  Primary  School,  East Building  South  Portion,  North  Puthugramam Kovilpatti","1.Kovilpatti  (M)  Mohamad  Saliyapuram  Masque  Street  No1  Ward  13  , 999.OVERSEAS  ELECTORS",All  Voters,562,Dravida Munnetra Kazhagam,343,157,186,Tamilaga Vettri Kazhagam,1,3,4,2,5,8,8,8,5,8,8,8,8,8,8,8,8,8,5,8,8,33.09608540925267,1,559,0.6135957066189625,0.08228980322003578,0.023255813953488372,0.2808586762075134,1
201,108,126,20,0,0,0,3,270,0,0,0,1,0,0,0,0,1,0,0,0,0,529,0,0,529,0,Puthugramam Kovilpatti,"Vivek  Nursury  and  Primary  School,  East Building  North  Portion,  North  Puthugramam Kovilpatti","1.Kovilpatti  (M)  LoyalMill  Colony  Bagalaw  Street  Ward  6  ,  2.Kovilpatti  (M) Mill  Street  Ward  12  ,  3.Kovilpatti  (M)  Bangalaw  Street  Ward  12  ,
4.Kovilpatti  (M)  North  New  Village  Street4  Ward  7  ,  Door  No.,1  to  60
(Sl.No.  1  to  620),  999.OVERSEAS  ELECTORS",All  Voters,529,Tamilaga Vettri Kazhagam,270,126,144,Dravida Munnetra Kazhagam,2,3,4,1,8,8,8,5,8,8,8,6,8,8,8,8,6,8,8,8,8,27.22117202268431,2,524,0.24045801526717558,0.20610687022900764,0.03816793893129771,0.5152671755725191,2
202,88,79,10,2,0,1,0,147,0,0,0,1,0,1,1,0,0,0,0,0,0,330,0,1,331,0,Puthugramam Kovilpatti,"Vivek  Nursury  and  Primary  School,  West Building  North  Portion,  North  Puthugramam Kovilpatti","1.Kovilpatti  (M)  North  New  Village  Street4  Ward  7  ,  Door  No  61  above (Sl.No  621  to  1339),  999.OVERSEAS  ELECTORS",All  Voters,330,Tamilaga Vettri Kazhagam,147,88,59,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,5,10,6,10,10,10,10,6,10,6,6,10,10,10,10,10,10,17.87878787878788,3,324,0.24382716049382716,0.2716049382716049,0.030864197530864196,0.4537037037037037,2
203,130,161,30,2,0,1,0,190,1,0,0,1,0,0,2,0,2,1,1,0,0,522,0,0,522,0,Pudugramam Kovilpatti,"Illathar  Middle  School,  South  Bulilding South  Portion  VII  C  Class  room, Pudugramam  Kovilpatti","1.Kovilpatti  (m)  North  newvillage  stree1  ward13  ,  999.OVERSEAS ELECTORS",All  Voters,522,Tamilaga Vettri Kazhagam,190,161,29,Dravida Munnetra Kazhagam,2,3,4,1,5,13,8,13,8,13,13,8,13,13,5,13,5,8,8,13,13,5.555555555555555,7,511,0.3150684931506849,0.25440313111545987,0.05870841487279843,0.37181996086105673,2
204,138,144,24,1,0,3,1,280,0,1,0,0,0,0,1,1,0,0,0,0,0,594,0,2,596,0,Pudugramam Kovilpatti,"Illathar  Middle  School,  South  Bulilding South  Portion  VII  B  Class  room, Pudugramam  Kovilpatti","1.Kovilpatti  (M)  North  New  Village  Street  No2  Ward13  ,  2.Kovilpatti  (M) North  New  Village  Street  No3  Ward  No  7  ,  999.OVERSEAS  ELECTORS",All  Voters,594,Tamilaga Vettri Kazhagam,280,144,136,Dravida Munnetra Kazhagam,2,3,4,1,6,11,5,6,11,6,11,11,11,11,6,6,11,11,11,11,11,22.8956228956229,3,586,0.24573378839590443,0.2354948805460751,0.040955631399317405,0.4778156996587031,2
205,78,205,29,0,0,1,1,241,0,0,0,0,0,0,1,3,1,1,0,0,0,561,0,0,561,0,Pudugramam Kovilpatti,"Illathar  Middle  School  Southern  Building, Middle  Portion  Pudugramam  Kovilpatti","1.Kovilpatti  (m)  Thiruvalluvar  nagar  street1  ward  9  Door  No  1  to  100 (Sl.No.1  to  742,  )  999.OVERSEAS  ELECTORS",All  Voters,561,Tamilaga Vettri Kazhagam,241,205,36,Dravida Munnetra Kazhagam,2,3,4,1,11,11,6,6,11,11,11,11,11,11,6,5,6,6,11,11,11,6.417112299465241,6,553,0.3707052441229656,0.1410488245931284,0.05244122965641953,0.4358047016274864,2
206,107,179,17,1,0,5,1,203,0,1,1,1,0,1,2,0,0,0,0,0,0,519,0,4,523,0,Pudugramam Kovilpatti,"Illathar  Middle  School  Southern  Building, West  Portion  Pudugramam  Kovilpatti",1.Kovilpatti  (m)  Thiruvalluvar  nagar  street1  ward  9  Door  No.  101  above Sl.No.743  to  1466)  999.OVERSEAS  ELECTORS,All  Voters,519,Tamilaga Vettri Kazhagam,203,179,24,Dravida Munnetra Kazhagam,2,3,4,1,7,13,5,7,13,7,7,7,13,7,6,13,13,13,13,13,13,4.624277456647398,6,506,0.35375494071146246,0.21146245059288538,0.03359683794466403,0.40118577075098816,2
207,182,233,52,1,0,3,2,354,1,0,1,0,2,2,0,2,2,2,0,0,1,840,0,3,843,1,Kovilpatti,"Illathar  Middle  School
North  Side  Western  Portion  Pudugrammam Kovilpatti","1.Kovilpatti  (m)  Thiruvalluvar  nagar  street  2  ward  9  ,  2.Kovilpatti  (M) Thiruvalluvar  Nagar  3rd  Street  ward  9  ,  3.Kovilpatti  (M)  North  New  Village Street5  Ward  7  ,  4.Kovilpatti  (M)  North  New  Village  Street  6  Ward  7  , 999.OVERSEAS  ELECTORS",All  Voters,840,Tamilaga Vettri Kazhagam,354,233,121,Dravida Munnetra Kazhagam,2,3,4,1,12,16,5,6,12,16,12,16,6,6,16,6,6,6,16,16,12,14.4047619047619,12,821,0.2838002436053593,0.22168087697929353,0.06333739342265529,0.43118148599269185,2
208,151,158,31,0,0,1,1,297,1,0,1,0,1,1,0,0,0,0,0,0,0,643,0,3,646,0,"pudhugrammam, Kovilpatti","Municiple  Library  main  road, pudhugrammam,  Kovilpatti","1.Kovilpatti  (m)  New  village  main  road  ward  7  ,  999.OVERSEAS ELECTORS",All  Voters,643,Tamilaga Vettri Kazhagam,297,158,139,Dravida Munnetra Kazhagam,2,3,4,1,11,11,5,5,5,11,5,11,5,5,11,11,11,11,11,11,11,21.61741835147745,3,637,0.24803767660910517,0.2370486656200942,0.04866562009419152,0.4662480376766091,2
209,140,174,30,1,0,1,1,274,0,0,0,0,0,0,1,2,0,0,1,2,0,627,0,1,628,0,"Pudhugrammam, Kovilpatti","Child  Welfare  Center,  Pudhugrammam, Kovilpatti","1.Kovilpatti  (m)  New  village  main  road  ward  7  ,  999.OVERSEAS ELECTORS",All  Voters,627,Tamilaga Vettri Kazhagam,274,174,100,Dravida Munnetra Kazhagam,2,3,4,1,7,12,7,7,12,12,12,12,12,12,7,5,12,12,7,5,12,15.94896331738437,6,618,0.2815533980582524,0.22653721682847897,0.04854368932038835,0.44336569579288027,2
210,154,206,35,0,0,0,0,306,0,0,0,0,0,0,0,1,1,1,0,0,0,704,0,3,707,0,Pudugiramam Kovilpatti,"Illatthar  Middle  School,  North  Side  South Pudugiramam  Kovilpatti","1.Kovilpatti  (m)  Oodai  street  ward  8  ,  2.Kovilpatti  (M)  South  New  Village Street  No1  Ward  8  ,  999.OVERSEAS  ELECTORS",All  Voters,704,Tamilaga Vettri Kazhagam,306,206,100,Dravida Munnetra Kazhagam,2,3,4,1,8,8,8,8,8,8,8,8,8,8,8,5,5,5,8,8,8,14.20454545454546,3,701,0.29386590584878747,0.21968616262482168,0.04992867332382311,0.43651925820256776,2
211,130,194,33,0,1,0,0,268,0,0,0,0,0,0,1,1,0,0,1,0,0,629,0,2,631,0,South Pudugiramam Kovilpatti,"Illatthar  Middle  School,  South  Side  South Pudugiramam  Kovilpatti","1.Kovilpatti  (M)  Oodai  Street  Ward  8  ,  2.Kovilpatti  (M)  South  New  Village Street  No2  Ward8  ,  3.Kovilpatti  (M)  South  New  Village  Street  3  Ward  12  , 999.OVERSEAS  ELECTORS",All  Voters,629,Tamilaga Vettri Kazhagam,268,194,74,Dravida Munnetra Kazhagam,2,3,4,1,9,5,9,9,9,9,9,9,9,9,5,5,9,9,5,9,9,11.76470588235294,3,625,0.3104,0.208,0.0528,0.4288,2
212,100,90,29,0,0,0,1,148,0,0,0,0,1,0,0,0,0,0,0,0,0,369,0,5,374,0,Kovilpatti,"Community  Hall,  Kadalaiyoor  Road, Kovilpatti","1.Kovilpatti  (M)  Banglaw  Street1  Ward  12  ,  2.Kovilpatti  (M)  Kadalaiyur Main  RoadWard12  ,  999.OVERSEAS  ELECTORS",All  Voters,369,Tamilaga Vettri Kazhagam,148,100,48,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,7,7,7,5,7,7,7,7,5,7,7,7,7,7,7,7,7,13.00813008130081,1,367,0.2452316076294278,0.2724795640326976,0.07901907356948229,0.4032697547683924,2
213,170,268,63,0,0,3,0,345,0,0,0,0,1,0,0,0,1,1,0,0,1,853,0,1,854,0,Kovilpatti,"Loyal  Textile  Mills  Middle  School,  From  East Portion,  East  Side  Class  Room  No.1
Kovilpatti","1.Kovilpatti  (M)  Bangalaw  Street  2  Ward  11  ,  2.Kovilpatti  (M)  Bangalaw Street  Kadalyur  Road  ,  999.OVERSEAS  ELECTORS",All  Voters,853,Tamilaga Vettri Kazhagam,345,268,77,Dravida Munnetra Kazhagam,2,3,4,1,10,10,5,10,10,10,10,10,6,10,10,10,6,6,10,10,6,9.02696365767878,4,846,0.31678486997635935,0.20094562647754138,0.07446808510638298,0.4078014184397163,2
214,139,203,27,0,0,2,1,176,1,1,0,0,0,0,0,0,0,0,0,1,0,551,0,2,553,0,Kovilpatti,"Loyal  Textile  Mills  Middle  School,  From  East Portion,First  and  Second  Std  ABL-2
Kovilpatti","1.Kovilpatti  (m)  Thiruvalluvar  nagar  street  3  ward  9  ,  999.OVERSEAS ELECTORS",All  Voters,551,Dravida Munnetra Kazhagam,203,176,27,Tamilaga Vettri Kazhagam,1,3,4,2,10,10,5,6,6,6,10,10,10,10,10,10,10,10,10,6,10,4.900181488203267,2,545,0.3724770642201835,0.25504587155963304,0.04954128440366973,0.3229357798165138,2
215,130,139,30,0,1,0,0,207,0,3,0,0,0,0,0,0,8,2,0,1,0,521,0,0,521,0,Kovilpatti,"Loyal  Textile  Mills  Middle  School,  From  East Portion,First  and  Second  Std  ABL-3
Kovilpatti","1.Kovilpatti  (M)  Thiruvalluvar  Nagar  Street  4  Ward10  ,  999.OVERSEAS ELECTORS",All  Voters,521,Tamilaga Vettri Kazhagam,207,139,68,Dravida Munnetra Kazhagam,2,3,4,1,10,8,10,10,10,6,10,10,10,10,10,10,5,7,10,8,10,13.05182341650672,14,506,0.274703557312253,0.25691699604743085,0.05928853754940711,0.4090909090909091,2
216,117,152,27,2,0,0,1,205,0,0,0,0,0,0,0,1,0,1,0,0,0,506,0,3,509,0,Bungalow  Street Kovilpatti,"Municipal  Primary  School,  South  New Building,  East  Room,  Bungalow  Street, Kovilpatti.","1.Kovilpatti  (m)  Kaliyappar  street  ward  14  ,  2.Kovilpatti  (M)  Mill  Street Ward14  ,  3.Kovilpatti  (M)  New  Road  Ward  15  ,999.OVERSEAS  ELECTORS",All  Voters,506,Tamilaga Vettri Kazhagam,205,152,53,Dravida Munnetra Kazhagam,2,3,4,1,5,9,9,6,9,9,9,9,9,9,9,6,9,6,9,9,9,10.47430830039526,2,501,0.3033932135728543,0.23353293413173654,0.05389221556886228,0.4091816367265469,2
217,102,111,17,0,0,1,1,193,0,0,0,1,0,2,0,0,0,0,0,0,0,428,0,3,431,0,"Bungalow  Street, Kovilpatti","Municipal  Primary  School,  South  New Building,  Middle  Room,  Bungalow  Street, Kovilpatti.","1.Kovilpatti  (M)  Kaliyappar  Compound  Ward  12  ,  2.Kovilpatti  (M) Sellapandiyan  Street  Ward  12  ,  3.Kovilpatti  (M)  Police  Colony  Ward  12  , 999.OVERSEAS  ELECTORS",All  Voters,428,Tamilaga Vettri Kazhagam,193,111,82,Dravida Munnetra Kazhagam,2,3,4,1,9,9,6,6,9,9,9,6,9,5,9,9,9,9,9,9,9,19.1588785046729,3,423,0.2624113475177305,0.24113475177304963,0.04018912529550828,0.4562647754137116,2
218,90,168,26,0,0,1,1,132,1,5,0,0,0,1,1,0,1,0,0,0,0,427,0,2,429,0,Bunglow  street Kovilpatti,"Municipal  Primary  School  South  new building,  West  Room,  Bunglow  street Kovilpatti","1.Kovilpatti  (m)  Thiruvalluvar  nagar  street  5  ward  9  ,
2.Kovilpatti  (M)  Thiruvalluvar  Nagar  Street  6  Ward  9  , 3.Kovilpatti  (M)  Kadalyur  Main  Road  Ward  10  ,
4.Kovilpatti  (M)  State  Bank  colony  Ward  10  ,  999.OVERSEAS
ELECTORS",All  Voters,427,Dravida Munnetra Kazhagam,168,132,36,Tamilaga Vettri Kazhagam,1,3,4,2,12,12,6,6,6,5,12,12,12,6,6,12,6,12,12,12,12,8.430913348946136,8,416,0.40384615384615385,0.21634615384615385,0.0625,0.3173076923076923,1
219,147,115,28,2,0,0,0,152,0,0,0,0,0,0,0,0,1,0,0,0,0,445,0,2,447,0,Bunglow  street Kovilpatti,"Municipal  Primary  School  North  East  side, North  Building,  Bunglow  street  Kovilpatti","1.Kovilpatti  (M)  E.S.I.  kalani  ward  12  ,  2.Kovilpatti  (M)  Hussain  Street Ward  11  ,  3.Kovilpatti  (M)  Palaniandaver  Koil  Street  Ward  11, 999.OVERSEAS  ELECTORS",All  Voters,445,Tamilaga Vettri Kazhagam,152,147,5,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,5,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,1.123595505617978,1,442,0.26018099547511314,0.332579185520362,0.06334841628959276,0.3438914027149321,2
220,116,102,20,1,0,0,0,143,0,0,0,0,0,0,0,1,0,0,0,0,0,383,0,1,384,0,New  Road  Kovilpatti,"Municipal  Middle  School  North  Building, Middle  Room,  New  Road  Kovilpatti","1.Kovilpatti  (M)  Ettaiyapuram  Road  Ward  35  , 2.Kovilpatti  (M)  Kasirajan  Street  Ward  11  ,
3.Kovilpatti  (M)  Nehru  Street  Ward  11  ,
4.Kovilpatti  (M)  Kamarajar  Street  Ward  11  ,  999.OVERSEAS  ELECTORS",All  Voters,383,Tamilaga Vettri Kazhagam,143,116,27,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,5,7,7,7,7,7,7,7,7,7,7,5,7,7,7,7,7,7.049608355091384,1,381,0.2677165354330709,0.30446194225721784,0.05249343832020997,0.3753280839895013,2
221,84,126,31,0,0,0,0,131,0,1,0,1,0,0,0,1,0,0,0,0,0,375,0,1,376,0,New  Road  Kovilpatti,"Municipal  Middle  School,  South  Building, Middle  Room,  New  Road  Kovilpatti","1.Kovilpatti  (M)  Bangala  Street  5  Ward  11  , 2.Kovilpatti  (M)  Bangala  Street  4  Ward  11  , 3.Kovilpatti  (M)  Bangala  Street  3  Ward  11  , 4.Kovilpatti  (M)  Bangala  Street  Ward  6  ,
5.Kovilpatti  (M)  Perumal  Street  Ward  15  ,  999.OVERSEAS  ELECTORS",All  Voters,375,Tamilaga Vettri Kazhagam,131,126,5,Dravida Munnetra Kazhagam,2,3,4,1,8,8,8,8,8,5,8,5,8,8,8,5,8,8,8,8,8,1.333333333333333,3,372,0.3387096774193548,0.22580645161290322,0.08333333333333333,0.3521505376344086,0
222,206,204,42,0,0,1,1,309,0,0,0,0,0,0,0,0,0,0,0,0,0,763,0,2,765,0,New  Road  Kovilpatti,"Municipal  Middle  School,  South  Building, West  Room,  New  Road,  Kovilpatti","1.Kovilpatti  (M)  Old  Post  office  Street  Ward  15  ,  2.Kovilpatti  (M)
Muthaiyammal  Street  Ward  14  ,  3.Kovilpatti  (M)  Alwar  Street  Sandu  1 Ward  14  ,  4.Kovilpatti  (M)  Alwar  Street  1  Ward  14  ,  999.OVERSEAS ELECTORS",All  Voters,763,Tamilaga Vettri Kazhagam,309,206,103,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,7,7,5,5,7,7,7,7,7,7,7,7,7,7,7,7,7,13.49934469200524,0,761,0.2680683311432326,0.2706964520367937,0.05519053876478318,0.4060446780551905,2
223,139,148,28,0,0,0,1,207,0,1,0,0,0,0,1,0,0,1,0,0,0,526,0,3,529,0,Kovilpatti,"Municipal  Middle  School,  South  Building, East  Room,  New  Road,  Kovilpatti","1.Kovilpatti  (M)  Alwar  Street  2  Ward  14  ,  2.Kovilpatti  (M)  Mil  Street  sandu 1  Ward  14  ,  3.Kovilpatti  (M)  MIl  Street  Sandu  2  Ward  14  ,  4.Kovilpatti  (M) Thanukodiyapuram  Pillaiar  Ward  15  ,  5.Kovilpatti  (M)  Pudu  Road  Ward 15  ,  999.OVERSEAS  ELECTORS",All  Voters,526,Tamilaga Vettri Kazhagam,207,148,59,Dravida Munnetra Kazhagam,2,3,4,1,9,9,9,5,9,5,9,9,9,9,5,9,9,5,9,9,9,11.21673003802281,3,522,0.2835249042145594,0.2662835249042146,0.05363984674329502,0.39655172413793105,2
224,201,133,41,2,1,0,0,297,0,0,1,0,0,0,0,0,1,3,0,1,0,681,0,3,684,0,Kovilpatti,"Vaniga  Vaisia  Middle  School,  East  Building Main  Room  Kovilpatti","1.Kovilpatti  (m)  Soundrapandian  Street  Ward  15  ,  2.Kovilpatti  (M) Thanukadiyapuram  Street  Ward  15  ,  3.Kovilpatti  (M)  Arunachallam
Peattai  Street  Ward  15  ,  4.Kovilpatti  (M)  Thanukodiyapuram  Pudutheru
Ward  15  ,  5.Kovilpatti  (M)  Ramalingar  Street  Ward  4  ,  999.OVERSEAS ELECTORS",All  Voters,681,Tamilaga Vettri Kazhagam,297,201,96,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,6,7,11,11,11,11,7,11,11,11,11,11,7,5,11,7,11,14.09691629955947,6,672,0.19791666666666666,0.29910714285714285,0.06101190476190476,0.4419642857142857,2
225,264,149,58,1,0,0,1,297,0,1,0,2,0,1,0,1,3,1,0,0,0,779,0,3,782,0,Kovilpatti,Vaniga  Vaisia  Middle  School  South  Side  3rd Room  main  Building  Kovilpatti,"1.Kovilpatti  (M)  Thanukkodiayapuram  Pilaiar  Kovil  tenvadal  Sandu  , 2.Kovilpatti  (M)  Patirakaliamman  koil  street  ward  16  ,  3.Kovilpatti  (M) Kadalikaratheru  North  line  ward  16  ,  4.Kovilpatti  (M)  Kadalikarastreet North  line  ward  17  999.OVERSEAS  ELECTORS",All  Voters,779,Tamilaga Vettri Kazhagam,297,264,33,All India Anna Dravida Munnetra Kazhagam,3,2,4,1,7,13,13,7,13,7,13,6,13,7,13,7,5,7,13,13,13,4.236200256739409,9,768,0.19401041666666666,0.34375,0.07552083333333333,0.38671875,2
